name;id;image;searched on twitter;twitter image;twitter;Column1;_1;Bestätigt
Tanja Graf;Q42179772;http://commons.wikimedia.org/wiki/Special:FilePath/Graf%20Tanja.jpg;WAHR;;;;;WAHR
Therese Niss;Q42304258;;WAHR;;;;;WAHR
Ulrike Fischer;Q72072449;;WAHR;;;;;WAHR
Walter Rauch;Q23929155;;WAHR;;;;;WAHR
Wolfgang Zanger;Q2591817;;WAHR;;;;;WAHR
Thomas Spalt;Q114598449;;WAHR;;;;;WAHR
Agnes Totter;Q72072182;;FALSCH;;;;;WAHR
Andrea Kuntzl;Q494220;http://commons.wikimedia.org/wiki/Special:FilePath/Mag.a.%20Andrea%20Kuntzl%20%2814316499898%29.jpg;FALSCH;;;;;WAHR
Andreas Ottenschläger;Q15116861;;FALSCH;;;;;WAHR
August Wöginger;Q764838;http://commons.wikimedia.org/wiki/Special:FilePath/2020%20August%20W%C3%B6ginger%20Ministerrat%20am%208.1.2020%20%2849351572787%29%20%28cropped%29.jpg;FALSCH;;;;;WAHR
Axel Kassegger;Q15784856;;FALSCH;;;;;WAHR
Bedrana Ribo;Q72072625;;FALSCH;;;;;WAHR
Carmen Jeitler-Cincelli;Q42310694;http://commons.wikimedia.org/wiki/Special:FilePath/Carmen%20Jeitler-Cincelli.jpg;FALSCH;;carmenjeitler;;;WAHR
Christoph Matznetter;Q88260;http://commons.wikimedia.org/wiki/Special:FilePath/Dr.%20Christoph%20Matznetter%20%2814503101525%29.jpg;FALSCH;;matznetter;;;WAHR
Clemens Stammler;Q81616228;;FALSCH;;;;;WAHR
Edith Mühlberghuber;Q1285098;;FALSCH;;;;;WAHR
Elisabeth Scheucher-Pichler;Q1330250;;FALSCH;;;;;WAHR
Eva-Maria Himmelbauer;Q1379058;;FALSCH;;;;;WAHR
Gabriele Heinisch-Hosek;Q90404;http://commons.wikimedia.org/wiki/Special:FilePath/GuentherZ%202012-06-05%200054%20Wien06%20Johanna-Dohnal-Platz%20Gabriele%20Heinisch-Hosek.jpg;FALSCH;;;;;WAHR
Hermann Gahr;Q1611160;http://commons.wikimedia.org/wiki/Special:FilePath/150909%20-%20Hermann%20Gahr%20-%20204.jpg;FALSCH;;;;;WAHR
Hermann Weratschnig;Q15815387;http://commons.wikimedia.org/wiki/Special:FilePath/Weratschnig%20Hermann%2001.JPG;FALSCH;;;;;WAHR
Irene Neumann-Hartberger;Q81616188;;FALSCH;;;;;WAHR
Johannes Schmuckenschlager;Q1698360;;FALSCH;;;;;WAHR
Kai Jan Krainer;Q1622583;http://commons.wikimedia.org/wiki/Special:FilePath/Kai%20Jan%20Krainer%202012a.jpg;FALSCH;;krainerjan;;;WAHR
Karl Schmidhofer;Q63243084;;FALSCH;;;;;WAHR
Karlheinz Kopf;Q1410282;http://commons.wikimedia.org/wiki/Special:FilePath/Karlheinz%20Kopf%202014.jpg;FALSCH;;;;;WAHR
Kira Grünberg;Q11739443;http://commons.wikimedia.org/wiki/Special:FilePath/Kira%20Gr%C3%BCnberg%20Sportler%20des%20Jahres%20%C3%96sterreich%202015%202.jpg;FALSCH;;;;;WAHR
Laurenz Pöttinger;Q64624624;;FALSCH;;;;;WAHR
Lukas Brandweiner;Q64576545;;FALSCH;;;;;WAHR
Maria Smodics-Neumann;Q47493936;;FALSCH;;;;;WAHR
Martina Diesner-Wais;Q1369083;http://commons.wikimedia.org/wiki/Special:FilePath/2019%20Martina%20Diesner-Wais%20%28cropped%29.jpg;FALSCH;;;;;WAHR
Melanie Erasim;Q42328392;http://commons.wikimedia.org/wiki/Special:FilePath/2018%20Melanie%20Erasim%20%2840379323895%29%20%28cropped%29.jpg;FALSCH;;;;;WAHR
Michaela Steinacker;Q15835119;;FALSCH;;;;;WAHR
Nikolaus Berlakovich;Q86648;http://commons.wikimedia.org/wiki/Special:FilePath/Nikolaus%20Berlakovich%2002.12.2008.jpg;FALSCH;;;;;WAHR
Romana Deckenbacher;Q81617409;;FALSCH;;;;;WAHR
Rudolf Taschner;Q1228477;http://commons.wikimedia.org/wiki/Special:FilePath/Prof.%20Rudolf%20Taschner%20%2817889933966%29.jpg;FALSCH;;;;;WAHR
Sonja Hammerschmid;Q2301630;http://commons.wikimedia.org/wiki/Special:FilePath/2016%20Sonja%20Hammerschmid%20Angelobung%20Minister%20180516-40%20%2826485209414%29%20%28cropped%29.jpg;FALSCH;;;;;WAHR
Alma Zadic;Q42162193;http://commons.wikimedia.org/wiki/Special:FilePath/Alma%20Zadi%C4%87%20%282020%2C%20cropped%29.jpg;FALSCH;;Alma_Zadic;;;WAHR
Barbara Neßler;Q66312190;;FALSCH;;BarbaraNessler;;;WAHR
Petra Bayr;Q2080110;http://commons.wikimedia.org/wiki/Special:FilePath/Petra%20Bayr%2C%20Portrait%20%2814576255593%29.jpg;FALSCH;;BayrPetra;;;WAHR
Dagmar Belakowitsch;Q90426;http://commons.wikimedia.org/wiki/Special:FilePath/Dagmar%20Belakowitsch%20-%20Pressekonferenz%20am%2013.%20M%C3%A4rz%202020.JPG;FALSCH;;BelaDagmar;;;WAHR
Beate Meinl-Reisinger;Q15787318;http://commons.wikimedia.org/wiki/Special:FilePath/Beate%20Meinl-Reisinger%2001%20%28cropped%29.jpg;FALSCH;;BMeinl;;;WAHR
Henrike Brandstötter;Q72001882;;FALSCH;;brand_rede;;;WAHR
Georg Bürstmayr;Q38057788;;FALSCH;;buerstmayr;;;WAHR
Christian Ragger;Q1081494;;FALSCH;;christianragger;;;WAHR
Nina Tomaselli;Q18629460;http://commons.wikimedia.org/wiki/Special:FilePath/20171213%20Nina%20Tomaselli%20850%208381.jpg;FALSCH;;dietomaselli;;;WAHR
Meri Disoski;Q69823248;;FALSCH;;disoski;;;WAHR
Ewa Ernst-Dziedzic;Q21683549;http://commons.wikimedia.org/wiki/Special:FilePath/17-03-16-Ewa%20Dziedzic-RR7%208316.jpg;FALSCH;;dziedzic_ewa;;;WAHR
Faika El-Nagashi;Q29585127;http://commons.wikimedia.org/wiki/Special:FilePath/Faika%20El-Nagashi%20-%202017%20Menschenhandel%20in%20unserem%20Alltag%20-%20in%20%C3%96sterreich%20%2834599376703%29%20%28cropped%29.jpg;FALSCH;;el_nagashi;;;WAHR
Gerhard Kaniak;Q42307034;http://commons.wikimedia.org/wiki/Special:FilePath/Gerhard%20Kaniak%20-%20Pressekonferenz%20am%201.%20Sep.%202020%20%282%29.JPG;FALSCH;;GerhardKaniak;;;WAHR
Gerald Loacker;Q15114761;http://commons.wikimedia.org/wiki/Special:FilePath/Gerald%20Loacker.jpg;FALSCH;;GLoacker;;;WAHR
Christian Hafenecker;Q1080106;http://commons.wikimedia.org/wiki/Special:FilePath/Christian%20Hafenecker%20-%20Pr%C3%A4sentation%20des%20Historikerberichtes.JPG;FALSCH;;hafi1980;;;WAHR
Helmut Brandstätter;Q1603428;http://commons.wikimedia.org/wiki/Special:FilePath/Helmut%20Brandst%C3%A4tter%20-%20Buchmesse%20Wien%202018.JPG;FALSCH;;HBrandstaetter;;;WAHR
Elisabeth Pfurtscheller;Q15807820;http://commons.wikimedia.org/wiki/Special:FilePath/2016%20Elisabeth%20Pfurtscheller.jpg;FALSCH;;jessilintl;;;WAHR
Jörg Leichtfried;Q85365;http://commons.wikimedia.org/wiki/Special:FilePath/Leichtfried%20J%C3%B6rg%202014-02-04%201.jpg http://commons.wikimedia.org/wiki/Special:FilePath/Leichtfried%2C%20J%C3%B6rg-9518.jpg;FALSCH;;jleichtfried;;;WAHR
Julia Seidl;Q108459625;;FALSCH;;juliaseidlibk;;;WAHR
Karl Nehammer;Q42860944;http://commons.wikimedia.org/wiki/Special:FilePath/2020%20Karl%20Nehammer%20Ministerrat%20am%208.1.2020%20%2849351572787%29%20%28cropped%29.jpg;FALSCH;;karlnehammer;;;WAHR
Katharina Kucharowits;Q15823205;http://commons.wikimedia.org/wiki/Special:FilePath/Katharina%20Kucharowits%20%2814499710511%29.jpg;FALSCH;;kathi_kuch;;;WAHR
Markus Koza;Q72074424;;FALSCH;;kozarischer;;;WAHR
Leonore Gewessler;Q64954602;http://commons.wikimedia.org/wiki/Special:FilePath/2022%20Leonore%20Gewessler%20%2851899528479%29%20%28cropped%29.jpg;FALSCH;;lgewessler;;;WAHR
Michel Reimon;Q1930882;http://commons.wikimedia.org/wiki/Special:FilePath/Gr%C3%BCne%20Burgenland.jpg;FALSCH;;michelreimon;;;WAHR
Nikolaus Scherak;Q1991669;http://commons.wikimedia.org/wiki/Special:FilePath/Scherak%202%20hochaufl%C3%B6send.jpg;FALSCH;;NikiScherak;;;WAHR
Norbert Hofer;Q1996861;http://commons.wikimedia.org/wiki/Special:FilePath/Norbert%20Hofer%20-%20FP%C3%96-Neujahrstreffen%202019.JPG;FALSCH;;norbertghofer;;;WAHR
Philipp Schrangl;Q15602115;;FALSCH;;PhilippSchrangl;;;WAHR
Ralph Schallmeiner;Q72074004;;FALSCH;;R_Schallmeiner;;;WAHR
Volker Reifenberger;Q54947714;;FALSCH;;ReifenbergerV;;;WAHR
Sigrid Maurer;Q1618939;http://commons.wikimedia.org/wiki/Special:FilePath/2020%20Sigrid%20Maurer%2C%20Pressekonferenz%20Hass%20im%20Netz%20%2850303575813%29.jpg;FALSCH;;sigi_maurer;;;WAHR
Stephanie Krisper;Q42256930;http://commons.wikimedia.org/wiki/Special:FilePath/2018%20Stephanie%20Krisper%20%2839729494940%29%20%28cropped%29.jpg;FALSCH;;steffi_krisper;;;WAHR
Werner Kogler;Q2561778;http://commons.wikimedia.org/wiki/Special:FilePath/2020%20Werner%20Kogler%20%2850670439058%29.jpg;FALSCH;;wkogler;;;WAHR
Yannick Shetty;Q71706491;http://commons.wikimedia.org/wiki/Special:FilePath/Yannick%20Shetty.jpg;FALSCH;;yannickshetty;;;WAHR
Hermann Brückl;Q1610774;http://commons.wikimedia.org/wiki/Special:FilePath/Hermann%20Br%C3%BCckl%20-%20Pressekonferenz%20am%2026.%20Aug.%202020.JPG;FALSCH;;;;;WAHR
